15:41:29.814,X-acceleration: -124.94 mg Y-acceleration: -7.51 mg Z-acceleration: 904.60 mg
15:41:29.908,X-gyro rate: -0.412 degrees/sec Y-gyro rate: 1.129 degrees/sec Z-gyro rate: 5.951 degrees/sec
15:41:30.002,X-mag field: 499.31 mG Y-mag field: 132.54 mG Z-mag field: 281.01 mG
15:41:30.096,Temperature is 26.0 degrees C
15:41:30.561,X-acceleration: -155.15 mg Y-acceleration: 91.80 mg Z-acceleration: 862.92 mg
15:41:30.608,X-gyro rate: -0.916 degrees/sec Y-gyro rate: 0.244 degrees/sec Z-gyro rate: 3.807 degrees/sec
15:41:30.695,X-mag field: 495.68 mG Y-mag field: 128.91 mG Z-mag field: 260.06 mG
15:41:30.789,Temperature is 26.0 degrees C
15:41:31.259,X-acceleration: -75.32 mg Y-acceleration: 116.94 mg Z-acceleration: 890.87 mg
15:41:31.353,X-gyro rate: 0.023 degrees/sec Y-gyro rate: 1.991 degrees/sec Z-gyro rate: 3.380 degrees/sec
15:41:31.446,X-mag field: 495.68 mG Y-mag field: 128.91 mG Z-mag field: 260.06 mG
15:41:31.493,Temperature is 26.1 degrees C
15:41:32.009,X-acceleration: -94.42 mg Y-acceleration: 76.23 mg Z-acceleration: 884.22 mg
15:41:32.055,X-gyro rate: 0.046 degrees/sec Y-gyro rate: -0.893 degrees/sec Z-gyro rate: 1.923 degrees/sec
15:41:32.158,X-mag field: 492.05 mG Y-mag field: 121.65 mG Z-mag field: 274.03 mG
15:41:32.252,Temperature is 26.1 degrees C
15:41:32.715,X-acceleration: 26.79 mg Y-acceleration: -79.53 mg Z-acceleration: 1044.37 mg
15:41:32.808,X-gyro rate: -0.351 degrees/sec Y-gyro rate: 1.060 degrees/sec Z-gyro rate: 1.129 degrees/sec
15:41:32.902,X-mag field: 504.76 mG Y-mag field: 116.20 mG Z-mag field: 275.77 mG
15:41:32.949,Temperature is 26.1 degrees C
